ID,No. de caja,Secuencia de expedientes,No. de expediente,Contenido,Fecha,No. de Ley/Resolución/Decreto,Observaciones,Tipo de Iniciativa,Resolución / contrato
3188,Pendiente,4354-4389,4376,"Proyecto de ley en virtud del cual se transfiere la suma de $37,604.80 a favor de los Caps. IV, IV-I, VI, X, XI, XII y XIII de la Ley de Gastos Públicos para el presenta año de 1946.",12/09/1946,Ley #1248,,Proyecto de Ley,
3189,Pendiente,4354-4389,4377,"Proyecto de ley modificativo del artículo 11 de la Ley #99, del 23  de marzo de 1931, que es la que rige la Lotería Nacional y el contrato de arrendamiento de la misma actualmente en vigencia.",12/09/1946,Ley #1247,,Proyecto de Ley,
3190,Pendiente,4354-4389,4378,"Proyecto de ley aprobatoria de la resolución votada por el ayuntamiento de la común de castillo de fecha 15 de agosto de 1946, por medio de la cual designa con el nombre de “Deportivo Generalísimo Trujillo” al campo de deportes de esa población.",17/09/1946,Ley #1253,,Proyecto de Ley,
3191,Pendiente,4354-4389,4379,"Proyecto de ley por medio del cual se aprueba una resolución del ayuntamiento de la común de San Cristóbal, que designa con el nombre de “Benjamín Uribe” la actual calle “Independencia” de esa ciudad.",17/09/1946,Resolución #1254,,Proyecto de Ley,
3192,Pendiente,4354-4389,4380,"Proyecto de ley por cuyo medio se establece un impuesto sobre los espíritus, destilados y cigarrillos.",17/09/1946,Ley #1255,,Proyecto de Ley,
3193,Pendiente,4354-4389,4381,"Proyecto de ley por cuyo medio se agregan dos párrafos al artículo único de la ley sobre Enajenaciones en los Barrios Obreros y de Mejoramiento Social #700, del 23 de septiembre de 1944.",,Ley #1256,,Proyecto de Ley,
3194,Pendiente,4354-4389,4382,"Resolución aprobatoria del nombramiento diplomático expedido por el Poder Ejecutivo a favor del Dr. Manuel de Jesús Pellerano Carvajal, como primer secretario de la Embajada de la República en los Estados Unidos Mexicanos.",14/09/1946,Resolución #1251,,Resolución,
3195,Pendiente,4354-4389,4383,"Resolución aprobatoria del nombramiento diplomático expedido por el Poder Ejecutivo a favor del Dr. José Mariano Sanz Lajara, como consejero de la Legación de la República en La Habana. ",17/09/1946,Resolución #1252,,Resolución,
3196,Pendiente,4354-4389,4384,Proyecto de ley por cuyo medio se modifica el artículo 27 de la ley de Organización Judicial.,17/09/1946,Ley #1257,,Proyecto de Ley,
3197,Pendiente,4354-4389,4385,Proyecto de ley en virtud del cual se establece un impuesto de cinco centavos sobre cada veinte cigarrillos extranjeros y en la misma proporción para fracciones de dicha cantidad.,25/09/1946,Ley #1259,,Proyecto de Ley,
3198,Pendiente,4354-4389,4386,Proyecto de ley por cuyo medio se declara la necesidad de reformar los artículos 94 y 95 de la constitución de la República.,08/10/1946,Ley #1261,,Proyecto de Ley,
3199,Pendiente,4354-4389,4387,"Proyecto de ley en virtud del cual se transfiere la suma de $161.108.61 en favor de los Capts. IV, V, VI, VII, VIII, IX, X, XI, XII y XIII de la Ley de Gastos Públicos, para el presente año de 1946.",10/10/1946,Ley #1264,,Proyecto de Ley,
3200,Pendiente,4354-4389,4388,Proyecto de ley mediante el cual se autoriza al Poder Ejecutivo a realizar la erogación de $200.000.00 para ayudar a personas desocupadas o que aún teniendo trabajo no producen lo suficiente para sufragar el costo actual de sus vidas.,10/10/1946,Ley #1263,,Proyecto de Ley,
3201,Pendiente,4354-4389,4389,"Proyecto de ley por virtud del cual se modifica en el artículo 9 de la Ley de Pesca #1518, del 18 de junio de 1938.",10/10/1946,Ley #1262,,Proyecto de Ley,
3202,Pendiente,4390-4415,4390,"Proyecto de ley por virtud del cual se transfiere la suma de $45.000.00 a favor del Capt. V de la vigente Ley de Gastos Públicos, con el fin de satisfacer necesidades de la Secretaría de Estado de la Presidencia.",10/10/1946,Ley #1265,,Proyecto de Ley,
3203,Pendiente,4390-4415,4391,"Proyecto de ley por cuyo medio el Fondo de Reconstrucción dispuesto por la ley #1233 del 24 de agosto de 1946, se hace extensivo para el auxilio de los damnificados con motivo del incendio que destruyó parcialmente la ciudad de Samaná.",15/10/1946,Ley #1266,,Proyecto de Ley,
3204,Pendiente,4390-4415,4392,"Proyecto de ley por virtud del cual se establecen las insignias para los oficiales generales, superiores y subalternos del Ejército Nacional, tanto en los uniformes que no son de gala como en los de gala.",17/10/1946,Ley #1267,,Proyecto de Ley,
3205,Pendiente,4390-4415,4393,Proyecto de ley que sanciona los malos tratamientos a los animales domésticos.,17/10/1946,Ley  #1268,,Proyecto de Ley,
3206,Pendiente,4390-4415,4394,"Proyecto de ley en virtud del cual se modifica el acápite o aparte antepenúltimo del artículo 8 de la Ley Orgánica del Banco de Reservas de la República #586, del 24 de octubre de 1941; reformado por la #912, del 2 de junio de 1946. ",19/10/1946,Ley #1273,,Proyecto de Ley,
3207,Pendiente,4390-4415,4395,"Proyecto de ley mediante el cual se modifica el párrafo 182, del artículo de la Ley #854 del 13 de marzo de 1935, que establece impuesto sobre la introducción de artículos en el país para uso o consumo de zapatos. ",21/10/1946,Ley #1279,,Proyecto de Ley,
3208,Pendiente,4390-4415,4396,"Proyecto de ley para cuyo medio se establece un impuesto adicional a los existentes a cargo del consulado, de diez centavos sobre cada litro de Brandy, coñac, ron y aguardiente  de procedencia extranjera.",19/10/1946,Ley #1278,,Proyecto de Ley,
3209,Pendiente,4390-4415,4397,"Proyecto de ley mediante el cual se trasfiere la suma de $22,990.60, dentro de los capítulos I, VI, IX, X, XI, XII, XIII, XIII-1 de la Ley de Gastos Públicos para el presente año de 1946, para satisfacer necesidades de varios departamentos de la Administración  Pública.",29/10/1946,Ley #1271,,Proyecto de Ley,
3210,Pendiente,4390-4415,4398,"Proyecto de ley mediante el cual se autoriza la transferencia de $17, 243.11, a favor de los capítulos V, VII, X, XII y XI de la Ley de Gastos Públicos para el presente año de 1946.",29/10/1946,Ley #1272,,Proyecto de Ley,
3211,Pendiente,4390-4415,4399,"Proyecto de ley por cuyo medio se establece un impuesto especial sobre el azúcar que se exporte de la cuota de  reserva que se determine de acuerdo con la Ley #1365, del 23 de agosto de 1937, enmendada por la reciente Ley #1202, del 24 de junio del presente año.",29/10/1946,Ley #1270,,Proyecto de Ley,
3212,Pendiente,4390-4415,4400,"Proyecto de ley en virtud del cual se sustituye la Ley #1024, del 18 de octubre de 1945, sobre Salario Mínimo, y la número 1123, del 25 de febrero de 1946. ",29/10/1946,Ley #1269,,Proyecto de Ley,
3213,Pendiente,4390-4415,4401,Proyecto de ley por virtud del cual se reglamenta de un modo especial y detallado todo lo relativo a la conservación de los árboles de cacao.,30/10/1946,Ley #1274,,Proyecto de Ley,
3214,Pendiente,4390-4415,4402,"Proyecto de ley por cuyo medio se establece pena de carácter correccional aplicables por los tribunales a todo individuo que se entregue a difundir noticias alarmistas en momentos de calamidad pública, contrarias a la tranquilidad pública. ",30/10/1946,Ley #1277,,Proyecto de Ley,
3215,Pendiente,4390-4415,4403,Proyecto de ley que agrega un acápite al penúltimo número del artículo 3 de la Ley de Carretera y Tránsito por las Mismas.,30/10/1946,Ley #1276,,Proyecto de Ley,
3216,Pendiente,4390-4415,4404,"Proyecto de ley por cuyo medio se da una nueva redacción del artículo segundo de la Ley #1036, del 9 de noviembre de 1945 sobre las galleras.",30/10/1946,Ley #1275,,Proyecto de Ley,
3217,Pendiente,4390-4415,4405,"Proyecto de ley por medio del cual se modifica, en la forma conveniente para el caso del artículo 43 de la Ley de Organización Judicial, para que a partir del 1 de enero el Juzgado de la Primera Instancia del Distrito Judicial de La Vega funcione dividida en dos cámaras: una civil y comercial y la otra penal.   ",06/11/1946,Ley #1286,,Proyecto de Ley,
3218,Pendiente,4390-4415,4406,Proyecto de resolución que prórroga por 60 días más a contar del catorce de noviembre del corriente la actual Legislatura Ordinaria iniciada el 16 de agosto de 1946.,12/11/1946,Resolución #1280,,Resolución,
3219,Pendiente,4390-4415,4407,"Proyecto de resolución por cuyo medio se autoriza al comité Pro-Busto del Generalísimo de la ciudad de Baní, a erigir en el parque “Marcos A. Cabral” de esa ciudad, un busto del benefactor de la patria y presidente de la República, Rafael Leónidas Trujillo Molina.",13/11/1946,Resolución #1281,,Resolución,
3220,Pendiente,4390-4415,4408,"Proyecto de ley mediante el cual se transfiere la suma de $ 6, 242.85 a favor de los capítulos IV, V, VIII, IX Y XIII de la Ley de Gastos Públicos, para el presente año de 1946. ",13/11/1946,Ley #1285,,Proyecto de Ley,
3221,Pendiente,4390-4415,4409,"Proyecto de ley por medio del cual se deroga la Ley #16, del 23 de junio 1943, que establecía estado de emergencia nacional. ",14/11/1946,Ley #1284,,Proyecto de Ley,
3222,Pendiente,4390-4415,4410,Proyecto de ley mediante el cual se agrega un tercer párrafo al artículo 8 de la ley sobre Exequátur de Profesionales #111 del 3 de noviembre del 1942.  ,14/11/1946,Ley #1288,,Proyecto de Ley,
3223,Pendiente,4390-4415,4411,"Proyecto de ley que amplía el artículo 1 de la Ley #1261, del 9 de octubre de 1946 que declaró la necesidad de introducir reforma en la Constitución de la República y convocó con tal motivo las Asambleas Electorales (minorías artículo 84)",14/11/1946,Ley #1283,,Proyecto de Ley,
3224,Pendiente,4390-4415,4412,"Proyecto de ley que agrega un párrafo al artículo 1 de la Ley #1261 del 9 de octubre de 1946, que declara la necesidad de introducir reforma en la Constitución de la República (arbitrios municipales)",14/11/1946,Ley #1283,,Proyecto de Ley,
3225,Pendiente,4390-4415,4413,"Resolución aprobada del contrato suscrito el 12 de noviembre último entre el Estado y la Lock Joint Pepe Company, para la construcción de los acueductos de San Pedro de Macorís, El Seibo, Montecristi, Hato Mayor, Higüey y Salcedo y una planta eléctrica para la población de Higüey y sistema de cloacas sanitarias en el barrio de El Silencio en la ciudad de San Pedro de Macorís, etc. ",17/11/1946,Resolución #1293,,Resolución,
3226,Pendiente,4390-4415,4414,"Proyecto de ley por cuyo medio se agrega un párrafo al artículo 1 de la Ley #1261, del 9 de octubre de 1946, que declara la necesidad de reformar la Constitución de la República, en el sentido de precisar el carácter de la nacionalidad y el tiempo de la residencia en el país, para poder ser residente en la República. ",19/11/1946,Ley #1287,,Proyecto de Ley,
3227,Pendiente,4390-4415,4415,"Proyecto de resolución por medio del cual se aprueba el acto de donación a la Casa de Puerto Rico Inc. de la ciudad de La Romana, de una porción de terreno de 6, 164 metros cuadrados dentro de la parcela # 25 del distrito catastral 2/2 de la ciudad de La Romana, por parte del Estado. ",19/11/1946,Resolución #1292,,Resolución,
3228,20,4416-4447,4416,"Proyecto de ley mediante el cual deroga la Ley #1198 de fecha 12 de junio de 1946, publicada en la Gaceta Oficial #6457, sobre el Transporte de Arroz en Camiones. ",20/11/1946,Ley #1290,,Proyecto de Ley,
3229,20,4416-4447,4417,"Proyecto de ley mediante el cual se transfiere la suma de $29, 523,94 a favor de los capítulos IV, VI, VII y XIII de la Ley de Gastos Públicos para presente año de 1946. ",20/11/1946,Ley #1291,,Proyecto de Ley,
3230,20,4416-4447,4418,"Proyecto de ley en virtud del cual se derogan a contar del 1 de enero de 1947, los apartados b1 y c1 del artículo 6 de la Ley #1233, del 24 de agosto de 1946, publicada en la Gaceta Oficial No. 6492 de la misma fecha, apartado que establece un impuesto de 6% del precio de venta sobre el azúcar, mieles, melaza o siropes de producción nacional que se vendan al extranjero.   ",21/11/1946,Ley #1296,,Proyecto de Ley,
3231,20,4416-4447,4419,"Proyecto de ley mediante el cual se modifican la segunda cláusula del artículo 1 y el artículo 5 de la Ley #1270, del primero de noviembre de 1946, que establece un impuesto especial sobre la importación de azúcar de la cuota de reserva.",21/11/1946,Ley #1297,,Proyecto de Ley,
3232,20,4416-4447,4420,"Proyecto de ley por cuyo medio se reformara el artículo 2 de la Ley #938, del 23 de marzo de 1928, últimamente modificado por la ley #906, del 23 de mayo del 1935, con el objeto de autorizar la exportación de frutas e importación de semillas, plantas para víveres, etc. por el Puerto de Libertador.",21/11/1946,Ley #1289,,Proyecto de Ley,
3233,20,4416-4447,4421,"Resolución aprobada del nombramiento diplomático expedido por el Poder Ejecutivo a favor del Dr. Horacio Vinicio Soto, como primer secretario de la embajada dominicana en la República de Argentina.",23/11/1946,Resolución #1295,,Resolución,
3234,20,4416-4447,4422,"Proyecto de ley por cuyo se derogan todas la leyes, reglamentos y decretos, concernientes al registro de extranjeros que lleva ahora la Policía Nacional.",25/11/1946,Ley #1302,,Proyecto de Ley,
3235,20,4416-4447,4423,"Proyecto de ley mediante el cual se autoriza la transferencia de la suma de $ 32, 943.39 a favor de los capítulos I, IV, VI, VII, X y XII de la vigente Ley de Gastos Públicos.",28/11/1946,Ley #1298,,Proyecto de Ley,
3236,20,4416-4447,4424,"Resolución que aprueba el contrato entre el Gobierno Dominicano y el Ingeniero Félix Benítez Rexach en fecha 25 de noviembre de 1946, para ampliación del puerto de San Pedro de Macorís. ",28/11/1946,Resolución #1301,,Resolución,
3237,20,4416-4447,4425,"Resolución aprobada del contrato presentado entre el Gobierno dominicano y el Ing. Félix Benítez Rexach, en fecha 25 de noviembre de 1946, para el dragado del puerto de San Pedro de Macorís.",28/11/1946,Resolución #1300,,Resolución,
3238,20,4416-4447,4426,"Proyecto de ley por cuyo medio se autoriza la transferencia de la suma de $ 2,995.00 dentro del capítulo IV de la ley de Gatos Público, para el presente año de 1946. ",28/11/1946,Ley #1308,,Proyecto de Ley,
3239,20,4416-4447,4427,"Resolución que aprueba el contrato suscrito en el Estado dominicano y el Sr. Volquardt Otto Hermann, para la industrialización del cacao.",03/12/1946,Resolución #1307,,Resolución,
3240,20,4416-4447,4428,"Proyecto de ley por cuyo medio se agrega un párrafo al artículo 1 de la Ley #1261, del 9 de octubre de 1946, que declara la necesidad de reformar la Constitución de la República.  ",03/12/1946,Ley #1303,,Proyecto de Ley,
3241,20,4416-4447,4429,"Proyecto de ley mediante el cual se dispone que las exportaciones de guineos que realicen empresas establecidas expresamente en tal finalidad y que estén provistas de laboratorios especiales para examinarlos y comprobar su buen estado no estén sujetos a los requisitos exigidos por la Ley #581 del, 12 de octubre de 1933.",04/12/1946,Ley #1305,,Proyecto de Ley,
3242,20,4416-4447,4430,"Proyecto de ley por cuyo medio se derogan y sustituyen las leyes número 281, del 7 de mayo de 1943, número 416, del 29 de octubre de 1943 y número 844, del 21 de marzo de 1945, relativo al impuesto sobre sucesiones, patrimonios y donaciones. ",04/12/1946,Ley #1306,,Proyecto de Ley,
3243,20,4416-4447,4431,"Proyecto de ley por el cual se atribuye a las comunes y al Distrito de Santo Domingo el 50% del producto de los impuestos de patentes, propiedad urbana y otras mejoras. ",04/12/1946,Ley #1304,,Proyecto de Ley,
3244,20,4416-4447,4432,"Proyecto de ley mediante el cual se transfiere la suma de $2,959.00 a favor del Capítulo IX de la ley de Gastos Públicos para el presente año de 1946. (Secretaría de Estado de Agricultura Pecuaria y Colonización).   ",05/12/1946,Ley #1299,,Proyecto de Ley,
3245,20,4416-4447,4433,"Proyecto de ley en virtud del cual se modifica el Artículo 43 de la Ley de Organización Judicial, en el objeto de crear un nueva cámara penal en el Distrito Judicial de Santo Domingo.",05/12/1946,Ley #1312,,Proyecto de Ley,
3246,20,4416-4447,4434,"Proyecto de ley por cuyo medio se agrega un párrafo al artículo 5 de la Ley #520, del 26 de julio de 1920 y modifica el artículo 5 de la Ley #311, del 8 de julio de 1942 (Moción Goico) (Observada).",10/11/1946,-,Contiene comentario de “Observado” al lado del número de expedientes,Proyecto de Ley,
3247,20,4416-4447,4435,"Proyecto de ley que sustituye la actual Ley de Patentes #792, de 1934 y sus modificaciones. ",11/12/1946,Ley #1309,,Proyecto de Ley,
3248,20,4416-4447,4436,"Proyecto de ley por cuyo medio se transfiere la suma de $11, 095.00 dentro de los capítulos IV, V y XIII de la vigente Ley de Gastos Públicos. ",11/12/1946,Ley #1310,,Proyecto de Ley,
3249,20,4416-4447,4437,"Proyecto de ley mediante el cual a partir del 1ro de enero de 1947, quedará derogada la Ley #707, de fecha 10 de enero de 1922, que acuerda honorario a los tesoreros municipales por el cobro de impuesto sobre patentes.",13/12/1946,Ley #1313,,Proyecto de Ley,
3250,20,4416-4447,4438,"Proyecto de ley mediante el cual se transfiere la suma de $101, 054.32, de la Ley de Gastos Públicos para el presente año de 1946.",17/12/1946,Ley #1311,,Proyecto de Ley,
3251,20,4416-4447,4439,"Resolución por medio de la cual se aprueba, la del Ayuntamiento de la Común de Barahona que designa con los nombres de Avenida Presidente Trujillo y Duarte, dos de las calles principales de la Villa del Peñón. ",19/12/1946,Resolución #1319,,Resolución,
3252,20,4416-4447,4440,"Proyecto de ley sobre pensiones civiles del Estado, que deroga y sustituye la Ley #168, del 30 de enero de 1943.",19/12/1946,Ley #1316,,Proyecto de Ley,
3253,20,4416-4447,4441,Proyecto de ley por virtud del cual se modifica el Artículo 55 de la Ley de Sanidad y se agregan cinco párrafos al Artículo 56 de la misma ley.,26/12/1946,Ley #1318,,Proyecto de Ley,
3254,20,4416-4447,4442,Proyecto de Ley de Gastos Públicos para el año 1947.,26/12/1946,Ley #1315,,Proyecto de Ley,
3255,20,4416-4447,4443,"Proyecto de ley mediante se transfiere la suma de $77, 127.63 a favor del Capítulo IV de la Ley de Gastos Públicos para el presente año 1946",26/12/1946,Ley #1317,,Proyecto de Ley,
3256,20,4416-4447,4444,"Proyecto de ley por cuyo medio se vota la suma de $ 600, 000.00 de los fondos no comprendidos del presupuesto nacional para el año de 1947, como contribución del Estado para la terminación del Monumento a la Paz de Trujillo, que se edifica en Santiago de los Caballeros (Observada) (Derogada)",27/12/1946,Leyes #1323 y 1350,,Proyecto de Ley,
3257,20,4416-4447,4445,"Proyecto de ley mediante el cual se modifica los artículos 5, inciso d, 6, 7 y 12 de la Ley #550 sobre la Comisión de Defensa del Café y del Cacao de fecha 1 de abril de 1947.",07/01/1947,Ley #1328,,Proyecto de Ley,
3258,20,4416-4447,4446,"Proyecto de ley que deroga la Ley #618 del 3 de junio de 1944, sobre exportaciones de alcohol, rones y coordina en solo un cuerpo, además las disposiciones legales, constitutivos del artículo 21 de la Ley #857, relativa a los espíritus destilados y licores fermentados.",07/01/1947,Ley #1327,,Proyecto de Ley,
3259,20,4416-4447,4447,"Resolución que aprueba la Convención Interamericana sobre el Derecho de Autor en Obra Literaria, Científica y Artística suscrita en la Conferencia Interamericana de Expertos para la Protección de los Derechos de Autor, celebrada en la Unión Panamericana de Washington del 1 al 22 de junio de 1946. ",13/12/1946,Resolución #1329,,Resolución,
3260,Pendiente,4448-4477,4448,"Resolución aprobada del nombramiento diplomático expedido por el Poder Ejecutivo a favor del Lic. Manuel A. Peña Batlle, como embajador extraordinario en la República de Haití. ",28/12/1946,Resolución #1320,,Resolución,
3261,Pendiente,4448-4477,4449,"Resolución aprobada de los nombramientos diplomáticos expedidos por el Poder Ejecutivo a favor de Sr. Emilio Zeller, para el cargo de primer secretario de la legación de la República en la Gran Bretaña y al Sr. Miguel R. de Moya, primer secretario de la legación de la República en Italia.",07/01/1947,Resolución #1321,,Resolución,
3262,Pendiente,4448-4477,4450,"Resolución aprobatoria de la Convención sobre los Privilegios e Inmunidades de las Naciones Unidas, aprobada por la Asamblea General de dicha organización celebrada en Londres el día 13 de febrero de 1946, de conformidad con el artículo 105, párrafo 2 de la carta de las Naciones Unidas.",24/12/1946,Resolución #1331,,Resolución,
3263,Pendiente,4448-4477,4451,"Proyecto de ley mediante el cual se agregan 2 párrafos finales al artículo 3 de la Ley de Carretera y Tránsito por las Mismas #1132, del 15 de marzo de 1946, publicada en la Gaceta Oficial #6414, y se deroga la Ley #1276, del 2 de noviembre de 1946, publicada en la Gaceta Oficial #6526.",26/12/1946,Ley #1326,,Proyecto de Ley,
3264,Pendiente,4448-4477,4452,Proyecto de ley por cuyo medio se modifica nuevamente el artículo 5 de la Ley sobre Artículos de Primera Necesidad.,09/01/1947,Ley #1324,,Proyecto de Ley,
3265,Pendiente,4448-4477,4453,"Proyecto de ley mediante el cual se autoriza al Poder Ejecutivo a reglamentar los trámites que deben cumplir los ciudadanos dominicanos, para ejercer cargos públicos extranjeros y para aceptar u usar condecoraciones extranjeras. ",08/01/1947,Ley #1325,,Proyecto de Ley,
3266,Pendiente,4448-4477,4454,"Resolución aprobada del nombramiento diplomático expedido por el Poder Ejecutivo en favor del Lic. Joaquín E. Salazar, como ministro consejero de la embajada dominicana en los Estados Unidos de América.",08/01/1947,Resolución #1322,,Resolución,
3267,Pendiente,4448-4477,4455,"Proyecto de ley mediante el cual se modifica el artículo 9 de la Ley #858, del 13 de marzo de 1935, de impuesto sobre cigarros y cigarrillos (aumento de la cuantía de la finanza que deben prestar todo fabricante) ",13/01/1947,Ley #1344,,Proyecto de Ley,
3268,Pendiente,4448-4477,4456,Instalación en su Decimoctava Legislatura Extraordinaria del 5  Período Legislativo 1942-1947.,14/01/1947,Decreto #3982,,Decreto,
3269,Pendiente,4448-4477,4457,Proyecto de ley por cuyo medio se deroga la Ley #1323 promulgada el día 13 de enero de 1947.,14/01/1947,Ley #1350,,Proyecto de Ley,
3270,Pendiente,4448-4477,4458,Proyecto de ley por cuyo medio se modifica el apartado F del artículo 4 de la Ley de Carretera y Tránsito.,15/01/1947,Ley #1333,,Proyecto de Ley,
3271,Pendiente,4448-4477,4459,"Proyecto de ley por cuyo medio se reforman los artículos 114 y 115 de la Ley Electoral #386, del 10 de abril de 1926.",15/01/1947,Ley #1339,,Proyecto de Ley,
3272,Pendiente,4448-4477,4460,"Resolución mediante la cual se aprueban varios nombramientos diplomáticos expedidos por el Poder Ejecutivo del Dr. Horacio Vicioso Soto, Lic. Miguel Olavarrieta Pérez, Federico Llaverías, Marco Antonio Cabral, Rafael Uribe Montas y P.P. Cabral Bermúdez, los cuales quedarán registrados bajo el número 1322 de fecha 23 del cursante. ",17/01/1947,Resolución #1332,,Resolución,
3273,Pendiente,4448-4477,4461,"Proyecto de ley en virtud del cual se dispone que en todas la leyes, resoluciones, decretos, reglamentos, ordenanzas, actos y formularios en que se diga Alcalde, Juez Alcalde o Alcalde Comunal, se entenderá que se dice Juez de Paz.",21/01/1947,Ley #1337,,Proyecto de Ley,
3274,Pendiente,4448-4477,4462,"Proyecto de ley por cuyo medio se establece un impuesto cobrable por las aduanas, sobre la importación de los tejidos algodón y yute, y sobre las sedas, sedas artificiales, lino, cáñamo, ramio y lana.",22/01/1947,Ley #1340,,Proyecto de Ley,
3275,Pendiente,4448-4477,4463,"Proyecto de ley por cuyo medio se apropia la suma de $136,643.08, con cargo al superávit de la ley de Gastos Públicos vigente y se autoriza la transferencia de $9,900.00 dentro de los capítulos VI y XII de la misma ley. ",22/01/1947,Ley #1335,,Proyecto de Ley,
3276,Pendiente,4448-4477,4464,"Proyecto de ley por cuyo medio se modifican el párrafo único del artículo 3 de la Ley #318, sobre Censos Nacionales, del 19 de julio de 1943.",22/01/1947,Ley #1336,,Proyecto de Ley,
3277,Pendiente,4448-4477,4465,"Proyecto de ley mediante el cual se designa con el nombre de Julia Molina, el hospital del estado de la Ciudad de Baní, en honor y homenaje a la Primera Madre de la República Doña Altagracia Julia Molina (viuda) Trujillo.",22/01/1947,Ley #1338,,Proyecto de Ley,
3278,Pendiente,4448-4477,4466,"Proyecto de ley que modifica los artículos 32, inciso 26, y 44 último párrafo de la Ley Organización Comunal de 1933 vigente.",29/01/1947,Ley #1347,,Proyecto de Ley,
3279,Pendiente,4448-4477,4467,Proyecto de ley por virtud del cual se modifica el artículo 41 de la Ley Orgánica del Banco Agrícola e Hipotecario de la República. ,29/01/1947,Ley #1342,,Proyecto de Ley,
3280,Pendiente,4448-4477,4468,"Resolución aprobada de los nombramientos diplomáticos expedidos por el Poder Ejecutivo a favor de los señores Dr. Ricardo Pérez Alfonseca, Lic. Virgilio Díaz Ordóñez y Dr. José Mariano Sanz Lajara.",26/01/1947,Resolución #1341,,Resolución,
3281,Pendiente,4448-4477,4469,"Proyecto de ley por cuyo medio se modifica el párrafo 321 del artículo 5 de la Ley #854, del 13 de marzo de 1935, en el sentido de fijar en ocho centavos el kilómetro del impuesto aplicable al cloruro de sodio o sal común, en grano, en bloc, molida o refinada que se importe al país.",27/01/1947,Ley #1343,,Proyecto de Ley,
3282,Pendiente,4448-4477,4470,"Proyecto de ley por cuyo medio se deroga la Ley #844, del 21 de febrero de 1935, que estableció un franqueo especial para la correspondencia dirigida al Presidente de la República y al Secretario y Subsecretario de Estado de la Presidencia. ",28/01/1947,Ley #1345,,Proyecto de Ley,
3283,Pendiente,4448-4477,4471,"Proyecto de ley por cuyo medio se transfiere la suma de $29,154.00 a favor de los capítulos VI, VII, X y XI de la Ley de Gastos Públicos para el presente año de 1947.",28/01/1947,Ley #1348,,Proyecto de Ley,
3285,Pendiente,4448-4477,4472,"Resolución mediante la cual se autoriza al generalísimo Rafael Leónidas Trujillo, presidente de la República, benefactor de la patria, a usar condecoraciones que le han sido conferidas por gobiernos e instituciones extranjeras.",16/01/1947,Ley #1334,,Resolución,
3286,Pendiente,4448-4477,4473,Proyecto de ley por cuyo medio se modifica el párrafo I del artículo 3 de la Ley de Carreteras y Tránsito por las Mismas.,29/01/1947,Ley #1346,,Proyecto de Ley,
3287,Pendiente,4448-4477,4474,"Proyecto de ley en virtud del cual se modifica el artículo 410 del Código Penal reformado por la Ley #1025, del 18 de octubre de 1945.",29/01/1947,Ley #1354,,Proyecto de Ley,
3288,Pendiente,4448-4477,4475,"Proyecto de ley por ,medio de la cual se aprueba la resolución del ayuntamiento de la Comunidad de Tenares por medio de la cual se designa con los nombres de “Presidente Trujillo”, “Julia Molina” y “José Arismendi Trujillo”, tres de las principales calles de esa población.",29/01/1947,-,,Proyecto de Ley,
3289,Pendiente,4448-4477,4476,"Resolución aprobada de los nombramientos diplomáticos expedidos por el Poder Ejecutivo a favor de licenciado Julio Ortega Frier, como embajador extraordinario y plenipotenciario de la República en los Estados Unidos de América y de César Pina Barina, como enviado extraordinario y ministro plenipotenciario de la República en Italia. ",29/01/1947,Resolución #1351,,Resolución,
3290,Pendiente,4448-4477,4477,"Resolución aprobada de los nombramientos diplomáticos expedidos por el Poder Ejecutivo a favor del licenciado Porfirio Herrera Báez y del doctor José Patxot Vallejo, como embajador extraordinario y plenipotenciario de la República en la nación Argentina y primer Secretario de la embajada de la República en el Perú.",03/02/1947,Resolución #1352,,Resolución,
3291,Pendiente,4478-4506,4478,"Proyecto de ley mediante el cual se modifica la Ley #1340, del 26 de enero de 1947, en su artículo 4 en el sentido de suprimir la tercera partida de dicho artículo ascendente a $87,173.56 y se eleva la cuarta partida del mismo artículo a la suma de $366,162.00",05/02/1947,Ley #1355,,Proyecto de Ley,
3292,Pendiente,4478-4506,4479,"Resolución aprobada de varios nombramientos diplomáticos expedidos por el Poder Ejecutivo a favor de los siguientes: Avelino A. Paulino Álvarez, José María Nouel Simpson, Luis Baquero Rodríguez, Ernesto Vega Payan y José Villanueva G., respectivamente, de la legación de la República en los Estados Unidos de América.",10/02/1947,Resolución #1353,,Resolución,
3293,Pendiente,4478-4506,4480,"Proyecto de ley por cuyo medio se agrega un nuevo artículo a la Ley #1328, del 13 de enero de 1947, sobre Comisión de Defensa del Café y del Cacao.",11/02/1947,Ley #1358,,Proyecto de Ley,
3294,Pendiente,4478-4506,4481,"Proyecto de ley en virtud del cual se transfiere la suma de $9,259.00 dentro de los capítulos IV y VI de la vigente ley de Gastos Públicos.  ",11/02/1947,Ley #1356,,Proyecto de Ley,
3295,Pendiente,4478-4506,4482,"Proyecto de ley por virtud del cual se modifica el párrafo 33 del acápite (F) de la Tarifa de Patentes contenida en el capítulo IV, de la Ley de Patentes en vigor No. 1309, del 16 de diciembre de 1946.",13/02/1947,Ley #1359,,Proyecto de Ley,
3296,Pendiente,4478-4506,4483,"Proyecto de ley por cuyo medio se modifican nuevamente el párrafo 331 del artículo 10 de la Ley #532, sobre Aranceles de Importación y Exportación. ",13/02/1947,Ley #1357,,Proyecto de Ley,
